config_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap,rmse_train_mean,mae_train_mean,r2_train_mean,rmse_mean,mae_mean,r2_mean,combo_score
125,1200,6,2,0.3,20.0,False,2460.0341617546374,1581.555928253953,0.9361626999202637,2817.6528764146556,1735.0262011710117,0.9161524530647474,2276.3395387928335
2,1000,3,2,0.3,20.0,False,2422.656774677501,1569.6952450193517,0.9380871563861874,2809.5582293412026,1735.3964043484202,0.9166331835808627,2272.4773168448114
41,800,8,2,0.3,20.0,False,2508.2524096316806,1604.6517198278061,0.9336358860836698,2839.3520450465326,1746.0282967807987,0.9148526421950733,2292.6901709136655
50,1200,8,2,0.3,20.0,False,2508.4542530633175,1605.560809007562,0.9336246325160467,2839.0018791665134,1747.0115949247784,0.9148771532986081,2293.006737045646
132,1200,3,1,0.3,15.0,False,2639.017123457199,1776.91793508758,0.9265389975387583,2969.3647644703497,1910.0408918380635,0.9069304719143033,2439.7028281542066
25,1000,3,1,0.3,15.0,False,2640.0624022320985,1777.665027446069,0.9264808123654485,2970.7136601082175,1910.9730131917916,0.9068450354242232,2440.8433366500044
9,1200,4,1,0.3,15.0,False,2665.3167192188866,1789.8837038395159,0.9250669354154832,2976.029856473576,1913.6655727320563,0.9065131975389981,2444.8477146028163
123,1000,4,1,0.3,15.0,False,2666.035118598036,1790.7501925933889,0.9250264970692712,2977.015928238018,1914.6770735733264,0.9064504170399033,2445.846500905672
20,800,4,1,0.3,15.0,False,2669.9874190762866,1792.5986758191498,0.9248037938879774,2980.8893638723202,1916.3393194773948,0.9062059370883976,2448.6143416748573
62,1000,6,1,0.3,15.0,False,2714.5705188326892,1811.625908535988,0.9222721375504299,2994.166860435439,1921.658412846516,0.9053667515165622,2457.9126366409773
108,800,6,1,0.3,15.0,False,2719.582320804346,1814.4386205044557,0.9219849274842272,2998.626718345023,1924.2944560671892,0.9050815548059111,2461.460587206106
81,1000,8,1,0.3,15.0,False,2749.7095522131876,1825.1475360291506,0.9202478407898479,3004.2807950521924,1925.3282058335055,0.9047294371756553,2464.804500442849
89,1200,3,2,0.3,15.0,False,2947.8256084811746,1957.7148185684146,0.9083351415080548,3170.8763157910603,2042.7503421463323,0.8938653834395637,2606.813328968696
144,1000,3,2,0.3,15.0,False,2951.188142017757,1960.3605485340734,0.9081257692493946,3174.2429758769404,2045.4167759298284,0.8936390019827953,2609.829875903384
86,800,6,2,0.3,15.0,False,2971.0677634536696,1966.964653447844,0.906885115242135,3178.7281687525065,2046.301697036145,0.8933388770738766,2612.5149328943257
69,1200,6,2,0.3,15.0,False,2969.6070550041522,1967.2161983016322,0.9069768463326003,3179.1067015806047,2046.8305690166605,0.893316594862521,2612.9686352986328
22,800,3,2,0.3,15.0,False,2954.6207005417596,1961.9224024089553,0.9079118960179664,3177.022176453342,2046.8929161522526,0.8934516422391267,2611.9575463027973
59,800,8,2,0.3,15.0,False,2993.796942541967,1976.7117498592033,0.9054572633334823,3190.801435079463,2052.45346056739,0.8925328628181329,2621.6274478234263
